0.997571 -0.001262
0.995309 -0.001275
0.993047 -0.001289
0.990785 -0.001303
0.988524 -0.001317
0.986264 -0.001331
0.984004 -0.001346
0.981744 -0.001361
0.979485 -0.001377
0.977226 -0.001392
0.974967 -0.001408
0.972709 -0.001425
0.970451 -0.001441
0.968194 -0.001459
0.965937 -0.001476
0.963680 -0.001494
0.961424 -0.001512
0.959168 -0.001530
0.956913 -0.001549
0.954657 -0.001568
0.952403 -0.001587
0.950148 -0.001607
0.947895 -0.001627
0.945641 -0.001648
0.943388 -0.001669
0.941135 -0.001690
0.938883 -0.001711
0.936631 -0.001733
0.934379 -0.001756
0.932128 -0.001779
0.929877 -0.001802
0.927626 -0.001825
0.925376 -0.001849
0.923126 -0.001873
0.920876 -0.001898
0.918627 -0.001923
0.916379 -0.001948
0.914130 -0.001974
0.911882 -0.002001
0.909634 -0.002027
0.907387 -0.002054
0.905140 -0.002082
0.902893 -0.002109
0.900647 -0.002138
0.898401 -0.002166
0.896156 -0.002195
0.893910 -0.002225
0.891666 -0.002255
0.889421 -0.002285
0.887177 -0.002316
0.884933 -0.002347
0.882689 -0.002379
0.880446 -0.002411
0.878203 -0.002443
0.875961 -0.002476
0.873719 -0.002509
0.871477 -0.002543
0.869235 -0.002577
0.866994 -0.002612
0.864753 -0.002647
0.862513 -0.002682
0.860273 -0.002718
0.858033 -0.002755
0.855793 -0.002791
0.853554 -0.002829
0.851315 -0.002866
0.849077 -0.002905
0.846839 -0.002943
0.844601 -0.002982
0.842363 -0.003022
0.840126 -0.003061
0.837889 -0.003102
0.835652 -0.003143
0.833416 -0.003184
0.831180 -0.003226
0.828944 -0.003268
0.826709 -0.003310
0.824474 -0.003354
0.822239 -0.003397
0.820005 -0.003441
0.817771 -0.003485
0.815537 -0.003530
0.813303 -0.003576
0.811070 -0.003622
0.808837 -0.003668
0.806605 -0.003714
0.804372 -0.003762
0.802141 -0.003809
0.799909 -0.003857
0.797677 -0.003906
0.795446 -0.003955
0.793216 -0.004004
0.790985 -0.004054
0.788755 -0.004105
0.786525 -0.004156
0.784296 -0.004207
0.782066 -0.004259
0.779837 -0.004311
0.777609 -0.004363
0.775380 -0.004417
0.773152 -0.004470
0.770924 -0.004524
0.768697 -0.004579
0.766469 -0.004634
0.764243 -0.004689
0.762016 -0.004745
0.759789 -0.004801
0.757563 -0.004858
0.755338 -0.004915
0.753112 -0.004973
0.750887 -0.005031
0.748662 -0.005090
0.746437 -0.005149
0.744213 -0.005208
0.741989 -0.005268
0.739765 -0.005328
0.737541 -0.005389
0.735318 -0.005450
0.733095 -0.005512
0.730872 -0.005574
0.728649 -0.005637
0.726427 -0.005700
0.724205 -0.005763
0.721984 -0.005827
0.719762 -0.005891
0.717541 -0.005956
0.715320 -0.006021
0.713100 -0.006087
0.710879 -0.006153
0.708659 -0.006219
0.706439 -0.006286
0.704220 -0.006353
0.702001 -0.006421
0.699782 -0.006489
0.697563 -0.006558
0.695344 -0.006627
0.693126 -0.006696
0.690908 -0.006766
0.688690 -0.006836
0.686473 -0.006907
0.684256 -0.006978
0.682039 -0.007049
0.679822 -0.007121
0.677606 -0.007193
0.675389 -0.007266
0.673173 -0.007339
0.670958 -0.007412
0.668742 -0.007486
