-5.00,-0.760444704684,0.033255684021,-0.005815049786
-4.90,-0.744075212686,0.031855571581,-0.006190831733
-4.80,-0.727702344341,0.030504297501,-0.006570970704
-4.70,-0.711319043601,0.029215743952,-0.006947314675
-4.60,-0.694939805511,0.027974939255,-0.007324658792
-4.50,-0.678568194500,0.026779752341,-0.007705027980
-4.40,-0.662203730985,0.025628437022,-0.008089724638
-4.30,-0.645845851161,0.024520988817,-0.008477210269
-4.20,-0.629490117167,0.023452417338,-0.008874215017
-4.10,-0.613136624588,0.022422701257,-0.009279429439
-4.00,-0.596786925444,0.021431657775,-0.009691330686
-3.90,-0.580429436786,0.020483616436,-0.010106275064
-3.80,-0.564081064987,0.019571019077,-0.010528964802
-3.70,-0.547753124087,0.018693842166,-0.010955745782
-3.60,-0.531434620766,0.017850941137,-0.011388514433
-3.50,-0.515125548309,0.017042568622,-0.011825752761
-3.40,-0.498826191651,0.016267770002,-0.012267162318
-3.30,-0.482536837932,0.015525620710,-0.012712773896
-3.20,-0.466257627509,0.014816288764,-0.013161770099
-3.10,-0.449990013889,0.014137876930,-0.013613908565
-3.00,-0.433573636585,0.013688544537,-0.013986084110
-2.90,-0.417214474807,0.013238154557,-0.014375212311
-2.80,-0.400904574627,0.012790652180,-0.014778828597
-2.70,-0.384639134306,0.012355770332,-0.015190853205
-2.60,-0.368412894162,0.011938765645,-0.015607317649
-2.50,-0.352218748116,0.011537874278,-0.016030221828
-2.40,-0.336053905560,0.011157248101,-0.016456446464
-2.30,-0.319919661216,0.010794257275,-0.016888626861
-2.20,-0.303819676758,0.010409453229,-0.017341927733
-2.10,-0.287723469652,0.010021062420,-0.017801987977
-2.00,-0.271623690128,0.009637942620,-0.018263012996
-1.90,-0.255536908714,0.009265845349,-0.018721740680
-1.80,-0.239451792007,0.008900319990,-0.019179786437
-1.70,-0.223364004347,0.008533387208,-0.019637388669
-1.60,-0.207278251375,0.008181048972,-0.020088020509
-1.50,-0.191279932363,0.008014549046,-0.020497755029
-1.40,-0.175306618544,0.007863906957,-0.020911657125
-1.30,-0.159369312576,0.007726558221,-0.021335372695
-1.20,-0.143463455987,0.007605971815,-0.021766219314
-1.10,-0.127584458294,0.007506672246,-0.022200373383
-1.00,-0.111731924333,0.007428765831,-0.022637738543
-0.90,-0.095907138521,0.007372784006,-0.023077901196
-0.80,-0.080106706839,0.007338268236,-0.023519594815
-0.70,-0.064331379407,0.007325740750,-0.023962802367
-0.60,-0.048580366705,0.007335438430,-0.024406840855
-0.50,-0.032855833163,0.007369374431,-0.024851191863
-0.40,-0.017155445182,0.007428074313,-0.025296218597
-0.30,-0.001479869396,0.007512251715,-0.025741560026
-0.20,0.014170487549,0.007621840101,-0.026186864464
-0.10,0.029794825925,0.007756079310,-0.026631077137
0.00,0.045392733373,0.007915004608,-0.027074182533
0.10,0.060965109914,0.008099030514,-0.027516197138
0.20,0.076511484422,0.008308608690,-0.027956974193
0.30,0.092031333696,0.008544334356,-0.028396830128
0.40,0.107524598980,0.008806472422,-0.028835148022
0.50,0.122990660990,0.009095484101,-0.029271614141
0.60,0.138427949659,0.009411698645,-0.029705722554
0.70,0.153836314283,0.009755512087,-0.030137441052
0.80,0.169215377232,0.010127342824,-0.030566596106
0.90,0.184565199980,0.010527647934,-0.030993210203
1.00,0.199882939196,0.010956943365,-0.031416682837
1.10,0.215169095710,0.011415642476,-0.031837184746
1.20,0.230423155244,0.011904114251,-0.032254560456
1.30,0.245644210688,0.012422780854,-0.032668698719
1.40,0.260831656167,0.012972016823,-0.033079384609
1.50,0.275984478225,0.013552267396,-0.033486435928
1.60,0.291101680014,0.014163989057,-0.033889873701
1.70,0.306182271088,0.014807643916,-0.034289804123
1.80,0.321224386388,0.015483495378,-0.034686073601
1.90,0.336226923660,0.016192156939,-0.035078291274
2.00,0.351188807987,0.016933983687,-0.035466403389
2.10,0.366110078056,0.017709528354,-0.035850501304
2.20,0.380989485373,0.018519310413,-0.036230589064
2.30,0.395824396929,0.019363758950,-0.036606225364
2.40,0.410613453061,0.020243039869,-0.036977781580
2.50,0.425355787257,0.021157681083,-0.037345179206
2.60,0.440048601751,0.022108894841,-0.037708206866
2.70,0.454689848185,0.023106301461,-0.038057092226
2.80,0.469269969465,0.024149439776,-0.038396559301
2.90,0.483784438576,0.025234475889,-0.038733767262
3.00,0.498238936477,0.026356920801,-0.039067110848
3.10,0.512629455707,0.027516983860,-0.039397774992
3.20,0.526952615863,0.028714778040,-0.039725885400
3.30,0.541200046229,0.029950140241,-0.040050393380
3.40,0.555373094268,0.031223384935,-0.040372518173
3.50,0.569466746079,0.032535446230,-0.040693648648
3.60,0.583469725616,0.033887903312,-0.041017653290
3.70,0.597381354719,0.035278351850,-0.041340386585
3.80,0.611193878755,0.036706318655,-0.041661525847
3.90,0.624898144755,0.038171200037,-0.041981006975
4.00,0.638480923541,0.039671826583,-0.042298023488
4.10,0.651921777918,0.041205990827,-0.042610372129
4.20,0.665185967224,0.042769399934,-0.042913342708
4.30,0.678188923284,0.044349178642,-0.043189907804
